,Mkt-RF,SMB,HML,RF,Book to Market Ratio,Treasury Bill,AAA Yields,BAA Yields,Long Term Yield,Net Equity Expansion,Risk-Free Rate,Inflation,Long Term Rate of Returns,corpr,Stock Variance,Cross-Sectional Premium,CRSP Value Weighted Return,CRSP Value Weighted Return Excluding Dividends
19290401,-2.26,-0.36,-0.04,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290402,1.19,0.23,0.39,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290403,-1.08,0.4,0.05,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290404,1.2,-0.43,0.21,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290405,-0.75,0.75,-0.76,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290406,0.12,-0.51,0.65,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290408,-0.95,0.26,-0.68,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290409,-0.87,-0.79,-0.39,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290410,0.49,-0.2,0.07,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290411,1.02,-0.44,0.57,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290412,0.63,0.56,-0.57,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290413,-0.02,0.21,0.21,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290415,-0.58,0.64,-0.2,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290416,0.05,-0.03,-0.25,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290417,1.02,-0.46,0.11,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290418,0.38,0.48,-0.81,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290419,-0.03,0.09,-0.2,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290420,0.19,-0.11,-0.41,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290422,0.83,-0.38,0.07,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290423,0.44,0.25,-0.11,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290424,-0.24,0.03,0.36,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290425,-0.6,0.07,0.2,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290426,-0.08,-0.16,-0.37,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290427,0.55,0.17,0.48,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290429,-0.53,0.07,0.58,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290430,1.65,-1.25,1.43,0.014,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304361,,0.019559,0.018234
19290501,0.11,0.28,-0.23,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290502,0.14,0.05,-0.29,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290503,0.75,-0.07,-0.61,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290504,0.31,-0.44,0.15,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290506,-0.52,-0.14,-0.32,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290507,-0.68,0.1,-0.03,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290508,0.1,-0.05,-0.06,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290509,-0.55,-0.05,0,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290510,1.18,-0.21,0.14,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290511,-0.34,0.28,0.17,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290513,-2.13,-0.4,-0.26,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290514,0.89,-0.48,-0.65,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290515,-0.32,0.05,0.07,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290516,0.07,-0.44,-0.39,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290517,0.51,0.16,-0.06,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290518,-0.18,-0.1,-0.13,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290520,-1.97,0.41,0.79,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290521,0.05,-1.31,-0.38,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290522,-3.17,0.99,-0.72,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290523,1.54,-1.32,-0.17,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290524,-0.47,0.61,-0.03,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290525,-0.37,-0.51,-0.09,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290527,-3.2,-0.69,-0.19,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290528,1.12,-1.2,0.22,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290529,0.1,-0.22,0.94,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290531,0.57,-1.2,0.42,0.017,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,,-0.041281,-0.046101
19290601,0.61,0.29,0.11,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290603,1.27,-0.11,0.66,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290604,1.4,0.4,-0.76,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290605,-0.31,0.28,-0.65,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290606,0.27,-0.19,0.4,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290607,-0.45,-0.01,-0.43,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290608,-0.36,-0.15,0.95,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290610,-0.54,0.14,0.32,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290611,0.4,-0.2,-0.43,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290612,0.03,0.26,-0.34,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290613,1.24,-0.5,-0.01,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290614,0.31,0.34,0.3,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290615,0.29,-0.19,0.77,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290617,1.22,-0.69,-0.57,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290618,0.17,-0.04,0.01,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290619,-0.65,0.38,-0.51,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290620,0.43,-0.18,-0.32,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290621,0.67,-0.38,0.45,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290622,0.31,0.05,0.65,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290624,-0.21,0.22,-0.73,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290625,0.77,-0.4,-0.92,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290626,0.56,-0.02,0.03,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290627,0.04,-0.05,-0.51,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290628,0.94,-0.93,-0.85,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290629,0.86,-0.32,-0.08,0.021,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,,0.112294,0.109584
19290701,0.37,-0.23,0.31,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290702,1.11,-0.94,0.24,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290703,0.33,0.19,-0.38,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290705,0.47,0.21,-0.45,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290706,0.16,-0.13,-0.09,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290708,0.04,0.64,0.96,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290709,0.11,0.28,0,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290710,-0.3,0.03,-0.19,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290711,0.25,-0.22,-0.39,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290712,0.92,-0.78,0.23,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290713,0.4,-0.49,1.16,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290715,-0.46,-0.31,1.01,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290716,0.48,-0.26,0.08,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290717,0.27,0.06,-0.25,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290718,-0.12,-0.13,-0.04,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290719,0.33,-0.57,0.78,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290720,0.15,-0.09,0.18,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290722,-1.11,0.17,-0.28,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290723,1.03,-0.83,0.19,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290724,-0.49,-0.27,0.13,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290725,0.51,-0.56,-0.73,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290726,-0.4,0,0.12,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290727,-0.44,0.45,-0.45,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290729,-1.16,0.25,0.43,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290730,0.89,-0.05,-0.01,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290731,1.08,-0.21,0.01,0.013,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,,0.050014,0.048186
19290801,0.81,-0.66,-0.17,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290802,0.93,-1.16,-0.05,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290803,0.51,-0.52,-0.63,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290805,-0.61,-0.5,0.79,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290806,-0.47,0.22,0.02,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290807,-1.02,0.14,0.38,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290808,0.9,-0.75,0.08,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290809,-3.61,0.26,0.4,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290810,1.59,-0.78,0.48,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290812,1.47,-0.23,0.17,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290813,0.7,-0.57,-0.22,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290814,0.14,-0.52,-0.12,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290815,0.29,-0.05,0.18,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290816,1.8,-0.38,-0.35,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290817,0.25,0.15,0.87,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290819,0.5,-0.69,-0.64,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290820,0.3,-0.01,0.14,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290821,-0.37,-0.02,-0.12,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290822,0.85,-0.54,-0.54,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290823,0.94,-1.24,-0.39,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290824,0.22,-0.59,0.14,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290826,-0.05,-0.18,0.33,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290827,-0.08,0.02,0.01,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290828,-0.03,-0.12,0.15,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290829,0.84,-0.1,0.08,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290830,1.09,-0.55,-0.76,0.015,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,,0.094871,0.090733
19290903,0.36,-0.29,-0.53,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290904,-0.53,0.1,-0.77,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290905,-1.91,0.75,0.23,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290906,2.06,-1.21,-0.22,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290907,0.32,-0.25,0.23,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290909,-0.59,0.1,-0.14,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290910,-1.72,1.36,-0.01,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290911,1.19,-1.14,0.29,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290912,-1,1.15,-0.05,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290913,0.25,0.12,-0.22,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290914,0.22,-0.04,0.06,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290916,1.03,-0.48,-0.14,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290917,-0.63,0.9,-0.27,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290918,0.44,-0.96,0.51,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290919,0.01,-0.01,-0.29,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290920,-0.87,0.52,-0.09,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290921,-0.08,0.2,-0.13,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290923,-0.28,-0.17,0.09,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290924,-1.53,0.51,0.22,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290925,-0.16,-0.56,0.03,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290926,0.95,0.08,-0.5,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290927,-2.42,0.62,0.47,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290928,0.3,-0.64,0.41,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19290930,-0.81,0.73,0.07,0.015,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,,-0.050941,-0.053046
19291001,-0.68,-0.52,-0.11,0.018,0.307484187,0.0437,0.0477,0.0611,0.0347,0.159611836,0.003641667,0,0.0382,0.0073,0.053507543,,-0.18615,-0.188115
